State,Year,Metropolitan/Nonmetropolitan,County,Violent_Crime,Murder_and_nonnegligent_manslaughter,Rape1,Robbery,Aggravated_assault,Property_Crime,Burglary,Larceny-theft,Motor_vehicle_theft,Arson2
Florida,2020,NONMETROPOLITAN COUNTIES,Madison,127.0,1.0,5,3,118,162.0,46,114,2,0.0
Florida,2020,NONMETROPOLITAN COUNTIES,Monroe,190.0,3.0,17,16,154,520.0,58,437,25,1.0
Florida,2020,NONMETROPOLITAN COUNTIES,Okeechobee,194.0,4.0,20,21,149,832.0,168,582,82,1.0
Florida,2020,NONMETROPOLITAN COUNTIES,Putnam,89.0,3.0,14,19,53,745.0,174,526,45,2.0
Florida,2020,NONMETROPOLITAN COUNTIES,Suwannee,157.0,1.0,13,7,136,444.0,151,260,33,1.0
Florida,2020,NONMETROPOLITAN COUNTIES,Taylor,65.0,1.0,6,0,58,208.0,91,87,30,1.0
Florida,2020,NONMETROPOLITAN COUNTIES,Union,37.0,1.0,3,2,31,97.0,41,45,11,1.0
Florida,2020,NONMETROPOLITAN COUNTIES,Washington,27.0,1.0,1,0,25,110.0,37,52,21,1.0
Georgia,2020,METROPOLITAN COUNTIES,Barrow,98.0,0.0,16,10,72,968.0,144,727,97,7.0
Georgia,2020,METROPOLITAN COUNTIES,Bartow4,101.0,4.0,18,10,69,1373.0,171,"1,063",139,23.0
Georgia,2020,METROPOLITAN COUNTIES,Bibb4,1438.0,40.0,56,207,"1,135",5199.0,886,"3,616",697,50.0
Georgia,2020,METROPOLITAN COUNTIES,Brantley4,36.0,0.0,4,3,29,349.0,90,232,27,5.0
Georgia,2020,METROPOLITAN COUNTIES,Brooks4,43.0,2.0,3,0,38,164.0,41,100,23,1.0
Georgia,2020,METROPOLITAN COUNTIES,Bryan4,60.0,2.0,16,2,40,191.0,28,143,20,1.0
Georgia,2020,METROPOLITAN COUNTIES,Burke4,36.0,1.0,2,8,25,221.0,59,138,24,5.0
Georgia,2020,METROPOLITAN COUNTIES,Butts4,34.0,1.0,6,5,22,185.0,14,128,43,1.0
Georgia,2020,METROPOLITAN COUNTIES,Carroll,172.0,3.0,14,16,139,1094.0,298,656,140,7.0
Georgia,2020,METROPOLITAN COUNTIES,Catoosa4,98.0,0.0,12,3,83,549.0,105,372,72,3.0
Georgia,2020,METROPOLITAN COUNTIES,Cherokee4,144.0,1.0,22,12,109,728.0,123,543,62,2.0
Georgia,2020,METROPOLITAN COUNTIES,Clayton County Police Department4,1504.0,34.0,128,320,"1,022",5565.0,791,"3,877",897,25.0
Georgia,2020,METROPOLITAN COUNTIES,Cobb4,26.0,0.0,9,1,16,302.0,1,294,7,1.0
Georgia,2020,METROPOLITAN COUNTIES,Cobb County Police Department4,1353.0,26.0,138,266,923,7980.0,"1,007","6,097",876,17.0
Georgia,2020,METROPOLITAN COUNTIES,Coweta,647.0,5.0,56,17,569,841.0,145,619,77,4.0
Georgia,2020,METROPOLITAN COUNTIES,Crawford4,23.0,2.0,6,0,15,148.0,48,89,11,0.0
Georgia,2020,METROPOLITAN COUNTIES,Dougherty4,1.0,0.0,0,0,1,10.0,0,9,1,0.0
Georgia,2020,METROPOLITAN COUNTIES,Dougherty County Police Department4,56.0,1.0,3,3,49,259.0,66,143,50,0.0
Georgia,2020,METROPOLITAN COUNTIES,Douglas4,244.0,4.0,16,19,205,1045.0,163,749,133,2.0
Georgia,2020,METROPOLITAN COUNTIES,Echols,3.0,0.0,1,0,2,13.0,2,8,3,0.0
Georgia,2020,METROPOLITAN COUNTIES,Effingham4,37.0,3.0,6,3,25,277.0,85,153,39,4.0
Georgia,2020,METROPOLITAN COUNTIES,Fayette4,38.0,1.0,4,3,30,323.0,53,242,28,2.0
Georgia,2020,METROPOLITAN COUNTIES,Floyd4,14.0,0.0,4,0,10,1.0,0,1,0,0.0
Georgia,2020,METROPOLITAN COUNTIES,Floyd County Police Department4,183.0,3.0,44,5,131,556.0,105,380,71,3.0
Georgia,2020,METROPOLITAN COUNTIES,Forsyth4,132.0,0.0,29,13,90,1103.0,159,865,79,2.0
Georgia,2020,METROPOLITAN COUNTIES,Hall,274.0,7.0,41,21,205,1308.0,210,938,160,3.0
Georgia,2020,METROPOLITAN COUNTIES,Haralson4,86.0,2.0,9,4,71,340.0,89,183,68,3.0
Georgia,2020,METROPOLITAN COUNTIES,Harris4,5.0,1.0,0,1,3,94.0,17,68,9,0.0
Georgia,2020,METROPOLITAN COUNTIES,Heard,21.0,0.0,1,1,19,118.0,29,76,13,1.0
Georgia,2020,METROPOLITAN COUNTIES,Jasper4,38.0,0.0,4,1,33,162.0,30,104,28,5.0
Georgia,2020,METROPOLITAN COUNTIES,Jones4,45.0,0.0,6,3,36,296.0,47,210,39,3.0
Georgia,2020,METROPOLITAN COUNTIES,Lanier4,13.0,0.0,4,0,9,106.0,26,68,12,1.0
Georgia,2020,METROPOLITAN COUNTIES,Lee4,66.0,2.0,14,8,42,385.0,76,259,50,2.0
Georgia,2020,METROPOLITAN COUNTIES,Liberty,17.0,1.0,4,5,7,165.0,33,114,18,6.0
Georgia,2020,METROPOLITAN COUNTIES,Long4,15.0,3.0,7,3,2,85.0,22,45,18,1.0
Georgia,2020,METROPOLITAN COUNTIES,Lowndes4,141.0,0.0,35,18,88,970.0,150,718,102,8.0
Georgia,2020,METROPOLITAN COUNTIES,Madison4,74.0,0.0,5,1,68,312.0,81,184,47,9.0
Georgia,2020,METROPOLITAN COUNTIES,Marion4,6.0,1.0,3,0,2,31.0,7,18,6,1.0
Georgia,2020,METROPOLITAN COUNTIES,McDuffie4,40.0,1.0,7,0,32,149.0,47,80,22,0.0
Georgia,2020,METROPOLITAN COUNTIES,Meriwether,45.0,1.0,5,1,38,158.0,50,84,24,0.0
Georgia,2020,METROPOLITAN COUNTIES,Murray4,97.0,2.0,24,3,68,422.0,68,316,38,1.0
Georgia,2020,METROPOLITAN COUNTIES,Muscogee4,4.0,0.0,0,0,4,3.0,0,3,0,0.0
Georgia,2020,METROPOLITAN COUNTIES,Newton,279.0,4.0,25,29,221,1214.0,197,848,169,6.0
Georgia,2020,METROPOLITAN COUNTIES,Oglethorpe4,39.0,0.0,2,2,35,125.0,29,85,11,2.0
Georgia,2020,METROPOLITAN COUNTIES,Paulding,375.0,1.0,43,17,314,1279.0,201,966,112,12.0
Georgia,2020,METROPOLITAN COUNTIES,Peach,38.0,0.0,8,2,28,177.0,44,110,23,0.0
Georgia,2020,METROPOLITAN COUNTIES,Pickens4,61.0,0.0,15,1,45,227.0,41,161,25,0.0
Georgia,2020,METROPOLITAN COUNTIES,Pike4,31.0,0.0,8,5,18,170.0,27,123,20,1.0
Georgia,2020,METROPOLITAN COUNTIES,Spalding4,142.0,2.0,14,7,119,596.0,124,382,90,2.0
Georgia,2020,METROPOLITAN COUNTIES,Twiggs4,15.0,0.0,1,0,14,107.0,21,71,15,4.0
Georgia,2020,METROPOLITAN COUNTIES,Walton4,40.0,1.0,5,4,30,279.0,24,219,36,0.0
Georgia,2020,METROPOLITAN COUNTIES,Whitfield4,284.0,1.0,28,7,248,1051.0,201,738,112,2.0
Georgia,2020,METROPOLITAN COUNTIES,Worth4,52.0,1.0,9,2,40,170.0,55,82,33,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Atkinson4,23.0,0.0,1,1,21,76.0,17,48,11,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Baldwin4,119.0,3.0,14,5,97,527.0,64,405,58,1.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Banks4,37.0,0.0,5,2,30,320.0,31,273,16,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Ben Hill4,44.0,1.0,6,1,36,166.0,43,108,15,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Berrien4,28.0,1.0,10,0,17,151.0,48,90,13,1.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Bleckley4,21.0,1.0,4,2,14,94.0,16,62,16,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Charlton,17.0,1.0,3,2,11,55.0,17,27,11,
Georgia,2020,NONMETROPOLITAN COUNTIES,Chattooga4,23.0,1.0,6,1,15,255.0,42,191,22,1.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Clay4,8.0,0.0,0,1,7,31.0,9,21,1,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Cook4,17.0,0.0,2,0,15,148.0,39,95,14,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Crisp,14.0,0.0,1,2,11,265.0,58,196,11,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Decatur4,32.0,1.0,9,2,20,263.0,73,160,30,3.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Dodge4,22.0,0.0,5,2,15,192.0,88,91,13,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Early4,15.0,0.0,0,0,15,77.0,28,42,7,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Elbert,21.0,1.0,4,1,15,157.0,46,104,7,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Franklin4,24.0,0.0,2,0,22,207.0,65,115,27,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Gilmer4,91.0,1.0,20,2,68,210.0,52,135,23,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Gordon,61.0,0.0,9,5,47,437.0,95,296,46,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Grady4,35.0,1.0,6,0,28,300.0,97,161,42,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Greene4,35.0,2.0,3,1,29,131.0,24,89,18,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Habersham4,16.0,0.0,5,1,10,259.0,53,176,30,1.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Hancock4,16.0,0.0,4,2,10,48.0,5,38,5,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Irwin4,8.0,1.0,0,2,5,76.0,14,50,12,3.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Jackson4,81.0,1.0,9,4,67,643.0,120,455,68,8.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Jeff Davis4,23.0,0.0,3,1,19,63.0,12,38,13,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Jenkins4,7.0,0.0,1,0,6,37.0,11,22,4,1.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Laurens,74.0,3.0,9,4,58,418.0,100,271,47,3.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Lumpkin4,55.0,0.0,6,1,48,235.0,29,192,14,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Mitchell4,21.0,0.0,7,0,14,251.0,58,153,40,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Pierce,48.0,0.0,4,6,38,277.0,69,180,28,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Polk,5.0,0.0,0,0,5,1.0,1,0,0,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Polk County Police Department4,44.0,0.0,3,4,37,459.0,99,296,64,7.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Pulaski4,35.0,1.0,5,4,25,192.0,44,129,19,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Rabun4,9.0,0.0,3,1,5,170.0,29,125,16,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Seminole4,13.0,0.0,1,2,10,75.0,21,49,5,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Sumter,19.0,1.0,2,3,13,104.0,43,55,6,1.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Tattnall4,26.0,0.0,9,2,15,201.0,58,111,32,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Thomas4,63.0,1.0,14,2,46,409.0,99,269,41,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Tift,178.0,0.0,8,14,156,592.0,119,405,68,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Towns4,14.0,0.0,1,0,13,60.0,15,41,4,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Treutlen4,2.0,0.0,0,1,1,47.0,12,28,7,2.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Turner4,10.0,0.0,0,0,10,60.0,21,34,5,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Union4,12.0,0.0,3,0,9,217.0,41,160,16,5.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Ware4,42.0,2.0,4,1,35,137.0,31,79,27,1.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Webster4,0.0,0.0,0,0,0,0.0,0,0,0,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,White,24.0,0.0,4,0,20,91.0,24,54,13,1.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Wilcox4,9.0,0.0,5,0,4,57.0,25,25,7,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Wilkes4,94.0,0.0,1,5,88,199.0,55,125,19,0.0
Georgia,2020,NONMETROPOLITAN COUNTIES,Wilkinson4,10.0,0.0,1,1,8,31.0,10,18,3,2.0
Hawaii,2020,NONMETROPOLITAN COUNTIES,Hawaii Police Department,613.0,13.0,109,59,432,4030.0,655,"2,710",665,71.0
Hawaii,2020,NONMETROPOLITAN COUNTIES,Kauai Police Department,194.0,1.0,59,10,124,1083.0,184,806,93,12.0
Idaho,2020,METROPOLITAN COUNTIES,Ada,243.0,0.0,41,7,195,685.0,152,498,35,4.0
Idaho,2020,METROPOLITAN COUNTIES,Boise,29.0,0.0,4,0,25,48.0,5,34,9,2.0
Idaho,2020,METROPOLITAN COUNTIES,Bonneville,130.0,1.0,17,6,106,654.0,171,419,64,4.0
Idaho,2020,METROPOLITAN COUNTIES,Butte,4.0,0.0,1,0,3,5.0,2,1,2,0.0
Idaho,2020,METROPOLITAN COUNTIES,Canyon,152.0,0.0,33,2,117,397.0,143,173,81,6.0
Idaho,2020,METROPOLITAN COUNTIES,Gem,14.0,0.0,1,0,13,44.0,21,21,2,0.0
Idaho,2020,METROPOLITAN COUNTIES,Jefferson,13.0,1.0,4,1,7,143.0,30,84,29,1.0
Idaho,2020,METROPOLITAN COUNTIES,Jerome,34.0,0.0,5,2,27,77.0,16,46,15,2.0
Idaho,2020,METROPOLITAN COUNTIES,Kootenai,101.0,1.0,12,3,85,750.0,156,551,43,12.0
Idaho,2020,METROPOLITAN COUNTIES,Nez Perce,12.0,2.0,2,0,8,49.0,11,32,6,0.0
Idaho,2020,METROPOLITAN COUNTIES,Owyhee,17.0,1.0,5,0,11,49.0,13,29,7,0.0
Idaho,2020,METROPOLITAN COUNTIES,Power,16.0,0.0,2,0,14,55.0,11,30,14,1.0
Idaho,2020,METROPOLITAN COUNTIES,Twin Falls7,51.0,0.0,11,0,40,,,30,13,1.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Adams,9.0,2.0,0,0,7,48.0,9,37,2,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Bear Lake,0.0,0.0,0,0,0,0.0,0,0,0,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Benewah,30.0,0.0,0,0,30,53.0,13,38,2,2.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Bingham,29.0,0.0,10,1,18,161.0,37,110,14,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Blaine,12.0,0.0,2,0,10,9.0,6,3,0,1.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Bonner,46.0,1.0,8,0,37,252.0,83,146,23,2.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Boundary,12.0,0.0,6,0,6,38.0,13,21,4,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Camas,2.0,0.0,0,0,2,2.0,0,2,0,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Caribou,6.0,0.0,0,0,6,16.0,3,10,3,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Cassia,36.0,0.0,5,0,31,228.0,29,173,26,1.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Clearwater,11.0,0.0,0,0,11,6.0,2,4,0,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Custer,7.0,0.0,3,0,4,20.0,4,15,1,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Elmore,32.0,0.0,4,3,25,13.0,3,10,0,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Fremont,18.0,0.0,1,0,17,39.0,4,32,3,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Gooding,19.0,0.0,1,0,18,45.0,17,19,9,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Latah,17.0,0.0,3,0,14,101.0,34,62,5,1.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Lemhi,7.0,0.0,0,0,7,3.0,2,1,0,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Lewis,2.0,0.0,0,0,2,40.0,5,28,7,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Lincoln,5.0,0.0,3,0,2,21.0,7,12,2,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Madison,11.0,0.0,2,0,9,11.0,2,6,3,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Minidoka,9.0,0.0,3,0,6,106.0,35,62,9,1.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Oneida,2.0,0.0,0,0,2,37.0,11,22,4,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Payette,27.0,0.0,3,0,24,60.0,11,43,6,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Shoshone,29.0,0.0,5,0,24,99.0,23,66,10,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Teton,13.0,0.0,6,1,6,23.0,0,21,2,0.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Valley,19.0,0.0,11,0,8,59.0,21,33,5,1.0
Idaho,2020,NONMETROPOLITAN COUNTIES,Washington,10.0,0.0,0,0,10,15.0,1,9,5,0.0
Illinois,2020,METROPOLITAN COUNTIES,Alexander,6.0,0.0,0,0,6,,6,,0,0.0
Illinois,2020,METROPOLITAN COUNTIES,Champaign,22.0,1.0,13,6,2,,97,,58,5.0
Illinois,2020,METROPOLITAN COUNTIES,Clinton,6.0,0.0,0,0,6,,7,,1,0.0
Illinois,2020,METROPOLITAN COUNTIES,Cook,222.0,2.0,55,35,130,,117,,116,6.0
Illinois,2020,METROPOLITAN COUNTIES,DeKalb,24.0,0.0,1,2,21,,37,,3,0.0
Illinois,2020,METROPOLITAN COUNTIES,Fulton,13.0,1.0,6,0,6,,53,,10,4.0
Illinois,2020,METROPOLITAN COUNTIES,Grundy,12.0,1.0,4,1,6,,22,,3,3.0
Illinois,2020,METROPOLITAN COUNTIES,Henry,11.0,0.0,0,0,11,,17,,2,0.0
Illinois,2020,METROPOLITAN COUNTIES,Jackson,34.0,1.0,8,1,24,,90,,26,4.0
Illinois,2020,METROPOLITAN COUNTIES,Jersey,24.0,0.0,7,0,17,,96,,5,3.0
Illinois,2020,METROPOLITAN COUNTIES,Johnson,13.0,0.0,0,0,13,,17,,9,1.0
Illinois,2020,METROPOLITAN COUNTIES,Kane,92.0,0.0,18,12,62,,73,,30,4.0
Illinois,2020,METROPOLITAN COUNTIES,Kankakee,40.0,1.0,8,3,28,,72,,32,5.0
Illinois,2020,METROPOLITAN COUNTIES,Kendall,18.0,1.0,8,2,7,,31,,18,1.0
Illinois,2020,METROPOLITAN COUNTIES,Lake,92.0,2.0,18,16,56,,140,,80,5.0
Illinois,2020,METROPOLITAN COUNTIES,Macon,30.0,0.0,4,1,25,,39,,6,1.0
Illinois,2020,METROPOLITAN COUNTIES,Macoupin,10.0,0.0,0,0,10,,57,,36,4.0
Illinois,2020,METROPOLITAN COUNTIES,Madison,162.0,1.0,39,14,108,,242,,98,13.0
Illinois,2020,METROPOLITAN COUNTIES,Marshall,4.0,0.0,1,0,3,,25,,7,1.0
Illinois,2020,METROPOLITAN COUNTIES,McHenry,66.0,1.0,21,0,44,,58,,19,1.0
Illinois,2020,METROPOLITAN COUNTIES,McLean,36.0,0.0,10,0,26,,41,,15,1.0
Illinois,2020,METROPOLITAN COUNTIES,Mercer,10.0,1.0,7,0,2,,48,,8,1.0
Illinois,2020,METROPOLITAN COUNTIES,Monroe,15.0,0.0,1,0,14,,18,,9,0.0
Illinois,2020,METROPOLITAN COUNTIES,Peoria,85.0,0.0,17,8,60,,216,,70,3.0
Illinois,2020,METROPOLITAN COUNTIES,Piatt,20.0,0.0,5,0,15,,18,,7,1.0
Illinois,2020,METROPOLITAN COUNTIES,Rock Island,40.0,0.0,8,1,31,,86,,15,0.0
Illinois,2020,METROPOLITAN COUNTIES,Sangamon,182.0,1.0,20,12,149,,205,,77,1.0
Illinois,2020,METROPOLITAN COUNTIES,Stark,7.0,0.0,0,0,7,,8,,6,0.0
Illinois,2020,METROPOLITAN COUNTIES,Tazewell,24.0,0.0,5,2,17,,41,,21,0.0
Illinois,2020,METROPOLITAN COUNTIES,Vermilion,54.0,0.0,0,4,50,,116,,24,1.0
Illinois,2020,METROPOLITAN COUNTIES,Will7,158.0,5.0,45,17,91,,,,78,5.0
Illinois,2020,METROPOLITAN COUNTIES,Winnebago,102.0,3.0,34,6,59,,125,,41,2.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Bureau,18.0,0.0,6,0,12,,35,,11,5.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Carroll,6.0,0.0,0,0,6,,5,,1,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Christian,10.0,0.0,1,1,8,,12,,12,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Clark,11.0,1.0,2,1,7,,3,,2,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Clay,5.0,0.0,0,0,5,,22,,7,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Coles,19.0,0.0,8,1,10,,10,,3,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Crawford,9.0,0.0,1,1,7,,22,,8,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Cumberland,1.0,0.0,0,0,1,,3,,2,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Effingham,20.0,0.0,1,0,19,,17,,15,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Fayette,2.0,0.0,0,2,0,,30,,13,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Ford,11.0,0.0,5,0,6,,25,,0,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Franklin,17.0,0.0,2,2,13,,44,,1,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Gallatin,3.0,0.0,1,0,2,,7,,1,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Hancock,6.0,2.0,2,0,2,,29,,7,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Iroquois,12.0,0.0,2,1,9,,42,,12,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Jasper7,16.0,0.0,3,0,13,,17,,,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Jefferson,39.0,0.0,4,2,33,,67,,19,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Jo Daviess,6.0,0.0,2,0,4,,29,,2,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Knox,62.0,0.0,11,0,51,,62,,23,2.0
Illinois,2020,NONMETROPOLITAN COUNTIES,La Salle,65.0,0.0,24,2,39,,40,,14,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Lee,25.0,0.0,0,1,24,,24,,6,5.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Livingston,40.0,0.0,16,4,20,,53,,15,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Logan,18.0,0.0,4,1,13,,27,,6,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Marion,17.0,0.0,8,1,8,,83,,22,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,McDonough,5.0,0.0,3,0,2,,10,,2,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Montgomery,34.0,1.0,0,1,32,,38,,2,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Morgan,10.0,0.0,5,0,5,,22,,0,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Ogle,23.0,1.0,0,1,21,,34,,13,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Perry,10.0,0.0,0,0,10,,26,,9,1.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Putnam,6.0,0.0,1,0,5,,4,,2,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Randolph,6.0,0.0,1,0,5,,1,,0,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Schuyler,0.0,0.0,0,0,0,,0,,0,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Scott,1.0,0.0,0,0,1,,6,,2,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Stephenson,13.0,0.0,8,2,3,,16,,4,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Union,15.0,0.0,7,0,8,,29,,8,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Wabash,1.0,0.0,0,0,1,,1,,0,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Warren,14.0,0.0,2,2,10,,26,,6,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Washington,7.0,0.0,0,0,7,,16,,5,0.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Wayne,7.0,0.0,0,0,7,,37,,17,3.0
Illinois,2020,NONMETROPOLITAN COUNTIES,Whiteside,17.0,0.0,5,1,11,,38,,8,1.0
Indiana,2020,METROPOLITAN COUNTIES,Clark,59.0,0.0,1,5,53,356.0,90,197,69,1.0
Indiana,2020,METROPOLITAN COUNTIES,Franklin,8.0,0.0,0,0,8,116.0,40,58,18,0.0
Indiana,2020,METROPOLITAN COUNTIES,Hancock,55.0,0.0,5,2,48,190.0,42,105,43,0.0
Indiana,2020,METROPOLITAN COUNTIES,Hendricks,46.0,1.0,13,6,26,469.0,49,355,65,0.0
Indiana,2020,METROPOLITAN COUNTIES,Howard4,53.0,0.0,3,2,48,138.0,42,82,14,0.0
Indiana,2020,METROPOLITAN COUNTIES,Johnson,18.0,4.0,6,1,7,205.0,17,165,23,3.0
Indiana,2020,METROPOLITAN COUNTIES,Lake,45.0,3.0,4,4,34,314.0,57,226,31,0.0
Indiana,2020,METROPOLITAN COUNTIES,La Porte7,45.0,1.0,8,1,35,,,205,58,0.0
Indiana,2020,METROPOLITAN COUNTIES,Monroe4,35.0,1.0,9,9,16,555.0,52,446,57,2.0
Indiana,2020,METROPOLITAN COUNTIES,St. Joseph,78.0,1.0,19,16,42,1254.0,287,806,161,5.0
Indiana,2020,METROPOLITAN COUNTIES,Tippecanoe,48.0,0.0,16,1,31,430.0,98,290,42,4.0
Indiana,2020,METROPOLITAN COUNTIES,Vigo,91.0,0.0,17,8,66,914.0,254,528,132,10.0
Indiana,2020,NONMETROPOLITAN COUNTIES,Greene,30.0,0.0,16,4,10,179.0,24,120,35,1.0
Indiana,2020,NONMETROPOLITAN COUNTIES,Jackson4,17.0,0.0,1,0,16,32.0,6,17,9,
Indiana,2020,NONMETROPOLITAN COUNTIES,Jennings,8.0,0.0,3,1,4,99.0,51,32,16,1.0
Indiana,2020,NONMETROPOLITAN COUNTIES,Kosciusko,107.0,1.0,25,1,80,410.0,79,276,55,0.0
Indiana,2020,NONMETROPOLITAN COUNTIES,Miami4,16.0,0.0,1,3,12,77.0,21,50,6,2.0
Indiana,2020,NONMETROPOLITAN COUNTIES,Montgomery,15.0,0.0,4,1,10,197.0,60,106,31,1.0
Indiana,2020,NONMETROPOLITAN COUNTIES,Noble,20.0,0.0,8,1,11,155.0,49,73,33,1.0
